match_id,team_id,matches,possessions,passes,completed_passes,carries,shots,goals,statsbomb_xg,non_penalty_xg,open_play_xg,set_piece_xg,xt_added,positive_xt,negative_xt,progressive_passes,progressive_carries,final_third_entries,box_entries,final_third_possession_entries,box_possession_entries,xg_per_shot,xt_per_possession,progressive_passes_per_100_passes,progressive_carries_per_100_possessions,final_third_entries_per_possession,box_entries_per_possession
3857285,941,1,102,491,400,348,10,2,1.1238838,1.1238838,0.767126627,0.35675717300000004,2.1711043875839477,5.449280253184037,-3.2781758656000894,14,15,65,46,53,36,0.11238838,0.021285337133175958,2.8513238289205702,14.705882352941178,0.6372549019607843,0.45098039215686275
3857286,3565,1,91,519,434,408,6,2,1.1540112984,0.37051129839999997,0.1743382444,0.19617305399999999,1.0785584710778333,4.0199366820831175,-2.941378211005284,11,11,55,40,49,34,0.19233521639999998,0.0118522908909652,2.119460500963391,12.087912087912088,0.6043956043956044,0.43956043956043955
3857286,3566,1,101,468,385,386,5,0,0.30418895050000005,0.30418895050000005,,0.297971631,1.2804241374207885,3.839638261172942,-2.5592141237521533,11,7,47,15,38,13,0.06083779010000001,0.01267746670713652,2.3504273504273505,6.9306930693069315,0.46534653465346537,0.1485148514851485
3857287,783,1,97,570,476,453,10,0,0.417294332,0.417294332,0.121534327,0.295760005,2.211900067619111,5.797090967613046,-3.5851908999939353,17,10,80,39,47,33,0.0417294332,0.022803093480609393,2.982456140350877,10.309278350515463,0.8247422680412371,0.4020618556701031
3857287,791,1,97,463,353,386,7,0,0.492992523,0.492992523,,0.492992523,1.0505553968340708,4.424543959598043,-3.3739885627639725,12,12,82,28,52,19,0.07042750328571429,0.010830468008598668,2.591792656587473,12.371134020618557,0.845360824742268,0.28865979381443296
3857288,777,1,132,548,414,418,14,0,1.052170345,1.052170345,0.388150455,0.6194000669999999,2.537723858064099,5.888818452504495,-3.3510945944403954,20,16,81,51,60,39,0.07515502464285714,0.019225180742909843,3.64963503649635,12.121212121212121,0.6136363636363636,0.38636363636363635
3857288,792,1,118,404,279,270,9,1,0.3590377687,0.3590377687,0.035070673,0.3239670957,1.5963857935352102,3.9076953774076806,-2.3113095838724695,11,10,76,31,56,26,0.03989308541111111,0.013528693165552629,2.722772277227723,8.47457627118644,0.6440677966101694,0.2627118644067797
3857289,779,1,101,567,478,463,5,2,0.325204139,0.325204139,,0.325204139,1.8887012451934067,5.231404503313204,-3.342703258119797,9,22,67,22,43,19,0.0650408278,0.01870001232864759,1.5873015873015872,21.782178217821784,0.6633663366336634,0.21782178217821782
3857289,794,1,93,403,308,314,4,0,0.20639165169999998,0.20639165169999998,,0.20639165169999998,0.6172637086177101,3.124113900334338,-2.5068501917166275,10,10,61,23,45,20,0.051597912924999996,0.006637244178685054,2.481389578163772,10.75268817204301,0.6559139784946236,0.24731182795698925
3857290,773,1,100,549,462,406,7,1,1.426544536,1.426544536,0.060987956,1.16775708,2.8147456191106897,5.92603783179645,-3.111292212685761,21,24,71,36,54,33,0.20379207657142856,0.028147456191106895,3.825136612021858,24.0,0.71,0.36
3857290,2722,1,96,533,440,436,8,0,0.6130733495,0.6130733495,0.2792996465,0.333773703,1.4861891653179464,4.599221305798336,-3.1130321404803896,21,14,71,37,48,29,0.0766341686875,0.01548113713872861,3.9399624765478425,14.583333333333334,0.7395833333333334,0.3854166666666667
3857291,772,1,93,1090,1010,963,17,7,2.761923473,1.978423473,0.78841618,1.026341583,2.4818576065648843,11.052403068921713,-8.570545462356826,14,37,99,51,56,39,0.16246608664705883,0.02668664093080521,1.2844036697247707,39.784946236559136,1.064516129032258,0.5483870967741935
3857291,795,1,85,250,176,173,0,0,,,,,0.4440327816425679,1.9158640655654064,-1.4718312839228391,9,6,39,12,32,10,,0.005223915078147857,3.5999999999999996,7.0588235294117645,0.4588235294117647,0.1411764705882353
3857292,770,1,104,766,670,615,31,4,4.316106397,4.316106397,1.30309548,1.882677991,5.156041334409229,11.678409755676004,-6.522368421266775,49,32,127,83,73,60,0.13922923861290323,0.049577320523165665,6.396866840731071,30.76923076923077,1.2211538461538463,0.7980769230769231
3857292,795,1,105,374,288,290,7,2,1.0347440669999999,1.0347440669999999,0.5790966,0.45564746700000003,1.864511922487249,3.69908197894668,-1.8345700564594307,11,7,51,19,41,17,0.14782058099999998,0.017757256404640466,2.941176470588235,6.666666666666667,0.4857142857142857,0.18095238095238095
3857293,783,1,116,469,367,336,12,2,1.6365584506000002,1.6365584506000002,1.2796089200000003,0.35694953060000006,2.492324616992666,4.947580590496142,-2.4552559735034762,22,13,71,40,54,34,0.13637987088333334,0.021485557043040223,4.690831556503198,11.206896551724139,0.6120689655172413,0.3448275862068966
3857293,4885,1,114,493,387,420,9,0,1.3926941409999998,0.609194141,0.16336988,0.445824261,1.9988558387135673,5.040686839254551,-3.0418310005409834,11,20,78,39,51,32,0.15474379344444442,0.01753382314661024,2.231237322515213,17.543859649122805,0.6842105263157895,0.34210526315789475
3857294,941,1,92,832,751,676,13,2,1.7139532729999998,1.7139532729999998,0.28850850699999997,1.384311996,2.779007530293704,8.933421968644955,-6.154414438351251,24,11,112,30,55,27,0.13184255946153844,0.030206603590148956,2.8846153846153846,11.956521739130435,1.2173913043478262,0.32608695652173914
3857294,3566,1,98,486,403,379,5,0,0.143716575,0.143716575,0.040208539,0.10350803600000001,1.136709047584217,4.715866247728395,-3.579157200144178,11,25,52,24,34,20,0.028743315000000002,0.011599071914124664,2.263374485596708,25.510204081632654,0.5306122448979592,0.24489795918367346
3857295,778,1,101,619,531,551,13,0,0.773533495,0.773533495,0.14090186700000001,0.483883446,2.2615382554171575,6.787307171852894,-4.525768916435736,24,20,91,41,57,34,0.05950257653846154,0.0223914678754174,3.877221324717286,19.801980198019802,0.900990099009901,0.40594059405940597
3857295,795,1,94,470,380,372,4,1,0.199368384,0.199368384,0.18583143400000002,0.01353695,0.8996655722360367,3.0680247739042805,-2.1683592016682445,13,4,43,17,33,13,0.049842096,0.009570910342936561,2.7659574468085104,4.25531914893617,0.4574468085106383,0.18085106382978725
3857296,782,1,89,630,546,510,16,0,2.3818400918,2.3818400918,1.007971462,0.8814387098,2.5560280717300063,6.590784121124145,-4.034756049394139,18,21,70,40,46,30,0.1488650057375,0.028719416536292206,2.857142857142857,23.595505617977526,0.7865168539325843,0.449438202247191
3857296,785,1,97,609,517,479,11,0,0.695021896,0.695021896,0.126554695,0.454889161,2.439622189850373,7.167691457287995,-4.728069267437622,19,31,67,49,48,37,0.06318380872727272,0.02515074422526158,3.1198686371100166,31.958762886597935,0.6907216494845361,0.5051546391752577
3857297,789,1,102,337,262,220,9,2,1.7341724849999998,1.7341724849999998,0.009729679,1.7244428059999999,1.8692730983923955,3.8259373395962073,-1.956664241203812,7,5,51,29,41,22,0.19268583166666664,0.01832620684698427,2.0771513353115725,4.901960784313726,0.5,0.28431372549019607
3857297,799,1,108,582,492,464,17,0,1.971976484,1.188476484,0.421501508,0.40978293600000004,3.1275008748714725,7.441290029887892,-4.313789155016419,23,26,86,51,58,37,0.11599861670588235,0.028958341433995116,3.951890034364261,24.074074074074073,0.7962962962962963,0.4722222222222222
3857298,780,1,104,665,585,532,11,3,2.096873393,1.313373393,0.956419636,0.35695375700000004,2.592800904229935,7.239211145235676,-4.646410241005741,27,18,76,45,54,33,0.19062485390909092,0.024930777925287837,4.06015037593985,17.307692307692307,0.7307692307692307,0.4326923076923077
3857298,4885,1,104,415,340,354,9,2,0.7800233097,0.7800233097,0.5278965449999999,0.2521267647,1.5381164505954281,4.069768678377846,-2.5316522277824176,15,11,55,27,43,24,0.08666925663333333,0.01478958125572527,3.614457831325301,10.576923076923077,0.5288461538461539,0.25961538461538464
3857299,791,1,96,605,502,484,21,2,1.3677928149999996,1.3677928149999996,0.331968149,1.0358246659999997,3.304938166533241,6.947150198918566,-3.6422120323853244,21,19,88,70,52,42,0.06513299119047618,0.03442643923472126,3.4710743801652892,19.791666666666664,0.9166666666666666,0.7291666666666666
3857299,4885,1,86,340,269,276,7,3,1.1805358279999998,1.1805358279999998,,1.1805358279999998,1.4143806439403859,3.878836832403081,-2.464456188462695,7,19,45,26,33,20,0.1686479754285714,0.016446286557446347,2.0588235294117645,22.093023255813954,0.5232558139534884,0.3023255813953488
3857300,779,1,108,646,547,540,15,1,2.491633446,1.708133446,0.230635695,1.477497751,2.9960638807386033,6.437747615488088,-3.4416837347494837,12,20,68,52,50,35,0.16610889639999998,0.027741332229061142,1.8575851393188854,18.51851851851852,0.6296296296296297,0.48148148148148145
3857300,799,1,81,286,201,242,3,2,0.153461642,0.153461642,0.072869367,0.080592275,1.113221503203389,2.7531446801261503,-1.6399231769227613,7,7,48,22,38,18,0.05115388066666667,0.013743475348189987,2.4475524475524475,8.641975308641975,0.5925925925925926,0.2716049382716049
3857301,787,1,96,547,465,475,12,3,0.9029646219999999,0.9029646219999999,0.38744043400000006,0.515524188,2.5991257382671558,6.398005833509059,-3.798880095241903,15,16,88,32,55,28,0.07524705183333333,0.027074226440282873,2.742230347349177,16.666666666666664,0.9166666666666666,0.3333333333333333
3857301,3566,1,108,452,366,367,10,1,0.9600861730000001,0.9600861730000001,0.28144653,0.621538445,2.167722525336455,4.705194948613112,-2.5374724232766575,13,22,62,32,53,28,0.09600861730000002,0.020071504864226437,2.8761061946902653,20.37037037037037,0.5740740740740741,0.2962962962962963
3869117,941,1,106,439,335,331,11,3,1.481948115,1.481948115,0.906507138,0.33951661699999997,2.3724035810140447,4.906778718193725,-2.53437513717968,24,22,51,32,41,25,0.1347225559090909,0.022381165858623063,5.466970387243736,20.754716981132077,0.4811320754716981,0.3018867924528302
3869117,1839,1,105,618,502,533,18,1,1.652097544,1.652097544,0.33154848699999995,1.3205490569999998,2.879816158655692,7.9570409613128215,-5.077224802657129,23,40,96,56,57,43,0.09178319688888889,0.02742682055862564,3.7216828478964405,38.095238095238095,0.9142857142857143,0.5333333333333333
3869118,768,1,92,626,539,560,8,3,1.020023461,1.020023461,0.45922026,0.560803201,1.905662398277285,6.200819088236333,-4.2951566899590485,18,18,73,32,48,26,0.127502932625,0.02071372172040527,2.8753993610223643,19.565217391304348,0.7934782608695652,0.34782608695652173
3869118,787,1,94,408,326,292,10,0,0.972806433,0.972806433,0.808741993,0.16406443999999998,1.469462818200774,3.842849063939006,-2.3733862457382315,8,18,48,28,36,24,0.0972806433,0.01563258317234866,1.9607843137254901,19.148936170212767,0.5106382978723404,0.2978723404255319
3869151,779,1,93,728,648,669,14,2,1.4815793030000002,1.4815793030000002,0.698508533,0.53416666,1.4976420799363588,6.7576708671070875,-5.260028787170729,19,19,83,25,49,16,0.10582709307142858,0.016103678278885578,2.60989010989011,20.43010752688172,0.8924731182795699,0.26881720430107525
3869151,792,1,96,478,387,333,5,1,0.42611782,0.42611782,0.247558752,0.17855906800000002,1.3649763032626727,3.7728129234497896,-2.4078366201871164,11,6,50,30,36,22,0.085223564,0.014218503158986174,2.301255230125523,6.25,0.5208333333333334,0.3125
3869152,771,1,94,593,508,486,16,3,1.1263744930000001,1.1263744930000001,0.307995643,0.81837885,2.738350332499528,7.018480493115982,-4.280130160616453,14,24,88,46,49,33,0.07039840581250001,0.029131386515952425,2.360876897133221,25.53191489361702,0.9361702127659575,0.48936170212765956
3869152,789,1,91,488,407,401,12,1,1.593527124,0.8100271239999999,0.204823342,0.54404368,2.1337957500901386,5.274643867731225,-3.140848117641086,19,15,68,27,49,24,0.132793927,0.023448304946045478,3.8934426229508197,16.483516483516482,0.7472527472527473,0.2967032967032967
3869219,778,1,157,582,443,415,13,1,1.068976766,1.068976766,0.259813943,0.7701147030000001,1.880970745065487,5.472249619799448,-3.591278874733961,18,22,89,46,67,35,0.082228982,0.011980705382582718,3.0927835051546393,14.012738853503185,0.5668789808917197,0.2929936305732484
3869219,785,1,125,796,663,580,17,1,0.8543975060000001,0.8543975060000001,0.195867918,0.658529588,3.188977129964406,8.642741044111993,-5.453763914147586,19,14,106,65,62,48,0.05025867682352941,0.025511817039715248,2.386934673366834,11.200000000000001,0.848,0.52
3869220,772,1,142,1068,961,888,12,0,0.4949908599,0.4949908599,0.1734116477,0.3215792122,3.87741698193491,12.094065393502014,-8.216648411567105,19,21,153,61,90,46,0.041249238325,0.027305753393907818,1.7790262172284643,14.788732394366196,1.0774647887323943,0.4295774647887324
3869220,788,1,131,365,255,258,6,0,0.570374606,0.570374606,,0.566179167,1.591719556884482,3.2157076618156086,-1.6239881049311264,8,9,53,21,44,19,0.09506243433333333,0.012150530968583833,2.191780821917808,6.870229007633588,0.40458015267175573,0.16030534351145037
3869253,781,1,98,641,568,531,18,4,3.2614240970000004,2.4779240970000003,0.44646931,1.448221987,3.2923585163884574,7.131074971251305,-3.8387164548628467,18,24,65,38,48,29,0.18119022761111114,0.033595495065188344,2.80811232449298,24.489795918367346,0.6632653061224489,0.3877551020408163
3869253,791,1,89,555,478,444,8,1,0.34482727739999997,0.34482727739999997,0.21333484400000002,0.1314924334,1.8001769154549703,5.973024254614339,-4.172847339159369,13,18,67,32,43,25,0.043103409674999996,0.020226706915224386,2.3423423423423424,20.224719101123593,0.7528089887640449,0.3595505617977528
3869254,773,1,102,528,440,447,10,1,1.271827172,1.271827172,0.126362505,1.1454646669999997,1.1827335707026676,4.9290984992065745,-3.746364928503906,13,17,59,28,43,23,0.12718271720000002,0.011595427163751643,2.462121212121212,16.666666666666664,0.5784313725490197,0.27450980392156865
3869254,780,1,91,488,405,380,15,6,2.2842600070000003,2.2842600070000003,0.897740376,1.342586966,1.8341026115566867,5.008701216012672,-3.1745986044559857,11,15,58,33,46,31,0.15228400046666668,0.020154973753370185,2.2540983606557377,16.483516483516482,0.6373626373626373,0.3626373626373626
3869321,779,1,135,640,531,532,14,2,1.9391971310000002,1.1556971310000002,0.10740372200000001,0.9658820789999999,2.03028119074642,7.23978436394318,-5.20950317319676,16,32,82,40,58,35,0.1385140807857143,0.015039119931454964,2.5,23.703703703703706,0.6074074074074074,0.2962962962962963
3869321,941,1,128,691,584,551,7,2,0.569537827,0.569537827,0.089517,0.48002082699999993,3.159109683008965,7.022583639024285,-3.863473956015319,26,9,89,41,65,37,0.08136254671428571,0.024680544398507538,3.762662807525326,7.03125,0.6953125,0.3203125
3869354,768,1,112,554,471,434,16,1,2.352551477,0.7855514769999998,0.15402810300000003,0.6315233739999999,2.529280471189848,6.571810520881778,-4.04253004969193,8,19,65,41,47,33,0.1470344673125,0.022582861349909358,1.444043321299639,16.964285714285715,0.5803571428571429,0.36607142857142855
3869354,771,1,99,412,331,309,8,2,0.8393620340000001,0.8393620340000001,0.527228067,0.21464127,1.7335675121089555,4.900532923992954,-3.1669654118839983,18,17,75,29,50,26,0.10492025425000001,0.01751078295059551,4.368932038834951,17.17171717171717,0.7575757575757576,0.29292929292929293
3869420,781,1,137,747,655,631,20,1,1.8163305555000004,1.8163305555000004,0.43365710900000004,1.3826734465000001,3.4880248418916597,8.833170811890938,-5.345145969999278,19,29,105,55,76,41,0.09081652777500002,0.025460035342274888,2.5435073627844713,21.16788321167883,0.7664233576642335,0.40145985401459855
3869420,785,1,154,737,645,670,9,1,0.632888804,0.632888804,0.26314046,0.369748344,3.2759085955041085,7.6963898544635825,-4.420481258959474,12,29,88,35,54,29,0.07032097822222222,0.021272133737039664,1.6282225237449117,18.83116883116883,0.5714285714285714,0.22727272727272727
3869486,780,1,121,731,618,623,12,0,0.7441207567,0.7441207567,0.079870295,0.6642504617,3.2755724734214495,8.772175848541735,-5.496603375120285,21,15,117,61,72,51,0.062010063058333335,0.027070846887780574,2.8727770177838576,12.396694214876034,0.9669421487603306,0.5041322314049587
3869486,788,1,95,249,185,210,9,1,0.972022875,0.972022875,0.52774324,0.36206218,1.7716190079706164,2.6877602248560484,-0.916141216885432,9,16,34,20,32,20,0.10800254166666666,0.018648621136532803,3.614457831325301,16.842105263157894,0.35789473684210527,0.21052631578947367
3869519,779,1,105,432,359,343,9,3,1.8643632719999998,1.080863272,0.147853134,0.5712865979999999,2.120270335266511,4.750108238319681,-2.6298379030531693,15,14,58,26,44,23,0.20715147466666664,0.020193050812062012,3.4722222222222223,13.333333333333334,0.5523809523809524,0.24761904761904763
3869519,785,1,106,648,561,617,12,0,0.4100536413,0.4100536413,0.035037307999999996,0.3750163333,2.5780998081093744,7.013592276795496,-4.435492468686122,11,19,82,36,57,30,0.034171136775,0.024321696302918628,1.6975308641975309,17.92452830188679,0.7735849056603774,0.33962264150943394
3869552,771,1,88,387,317,330,14,2,2.002449116,2.002449116,0.08038076799999999,1.5075623079999998,2.431332830649849,4.741194125515424,-2.3098612948655752,12,27,57,20,45,16,0.14303207971428572,0.02762878216647556,3.10077519379845,30.681818181818183,0.6477272727272727,0.22727272727272727
3869552,788,1,91,615,530,514,13,0,1.23036399,1.23036399,0.0803587,1.1500052900000002,2.9239202037396423,6.5126290406948835,-3.5887088369552407,9,24,74,38,51,28,0.09464338384615385,0.03213099124988618,1.4634146341463417,26.373626373626376,0.8131868131868132,0.4175824175824176
3869684,785,1,98,528,445,420,12,2,0.8492689635999999,0.8492689635999999,0.41796095499999997,0.26971098860000003,2.4435521473809096,5.305215835919823,-2.8616636885389135,22,14,66,46,53,34,0.07077241363333332,0.024934205585519485,4.166666666666666,14.285714285714285,0.673469387755102,0.46938775510204084
3869684,788,1,102,512,432,433,9,1,0.9914571200000001,0.9914571200000001,0.24652702,0.7449300999999999,2.3660214277089957,5.150024872073779,-2.7840034443647834,6,15,57,29,46,24,0.11016190222222223,0.02319628850695094,1.171875,14.705882352941178,0.5588235294117647,0.28431372549019607
3869685,771,1,170,570,438,460,10,3,2.272617949,0.7056179490000001,0.050644457,0.622524392,2.3468316767963153,6.075380730825575,-3.7285490540292603,12,22,85,38,63,34,0.22726179489999998,0.013804892216448914,2.1052631578947367,12.941176470588237,0.5,0.2235294117647059
3869685,779,1,143,693,566,534,20,3,2.7583059260000002,1.9748059260000002,1.315560996,0.21554371999999997,2.7437163787808903,7.181896382915899,-4.438180004135008,25,21,78,51,60,38,0.13791529630000002,0.019186827823642588,3.6075036075036073,14.685314685314685,0.5454545454545454,0.35664335664335667
